id,created_at,lng,lat,photos_count,checkins_count,users_count,radius_meters,highlights_count,items_count,max_items_count,spot_categories,distance_to_center
48445,2009-10-15T11:18:20Z,13.3957564831,52.4888301598,0,12,10,50,0,1,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",3.386611122517864
48520,2009-10-15T13:19:49Z,13.4028448167,52.52743415,0,94,55,75,0,6,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",0.9328187535976198
48590,2009-10-15T15:13:56Z,13.395370245,52.4913714082,0,84,36,50,0,3,10,"[{'url': '/categories/164', 'name': 'Subway'}]",3.1094812926847473
48610,2009-10-15T15:29:17Z,13.38904125,52.5140787,0,82,34,75,0,4,10,"[{'url': '/categories/164', 'name': 'Subway'}]",1.0114155794604662
48617,2009-10-15T15:34:55Z,13.3896179193,52.5109100447,4,121,90,75,2,8,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",1.2144741591856032
48667,2009-10-15T16:29:11Z,13.3897063,52.5106040333,7,157,97,75,0,7,10,"[{'url': '/categories/164', 'name': 'Subway'}]",1.2362698938180714
48797,2009-10-15T17:57:27Z,13.4235880907,52.5192813767,0,10,9,75,0,1,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]",1.4931826026981794
48969,2009-10-15T20:43:30Z,13.4068172604,52.5249272912,0,39,31,50,0,2,10,"[{'url': '/categories/450', 'name': 'American Apparel'}]",0.7419863227567114
49530,2009-10-16T07:09:16Z,13.4252393246,52.480284217,0,37,25,50,0,3,10,"[{'url': '/categories/164', 'name': 'Subway'}]",4.603349524922358
49536,2009-10-16T07:26:54Z,13.4108734131,52.5216786783,15,933,384,150,0,10,10,"[{'url': '/categories/95', 'name': 'Train Station'}]",0.6953939380508468
49538,2009-10-16T07:28:31Z,13.4129548073,52.5220507773,36,854,479,150,6,10,10,"[{'url': '/categories/165', 'name': 'Plaza / Square'}]",0.8409475600831897
49544,2009-10-16T07:44:27Z,13.3859108333,52.5171085167,0,50,38,50,0,4,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",1.0789040395449474
49746,2009-10-16T16:03:25Z,13.3874845505,52.4932592842,12,162,111,50,1,10,10,"[{'url': '/categories/187', 'name': 'Hot Dogs & Sausages'}]",3.024647387578287
49792,2009-10-16T16:35:18Z,13.3955118644,52.5129250191,1,33,29,75,0,3,10,"[{'url': '/categories/24', 'name': 'Pub'}]",0.7964824259194536
50096,2009-10-16T19:42:41Z,13.4025661,52.53001645,0,63,46,75,0,4,10,"[{'url': '/categories/94', 'name': 'Light Rail'}]",1.2177050862314445
51087,2009-10-17T13:50:28Z,13.4088641984,52.5378307996,0,15,11,75,0,3,10,"[{'url': '/categories/181', 'name': 'Cave'}]",2.142923425393595
51215,2009-10-17T15:35:24Z,13.3984300333,52.5199052667,2,92,85,100,0,5,10,"[{'url': '/categories/73', 'name': 'History Museum'}]",0.22828401704034976
51680,2009-10-17T19:51:17Z,13.3902311325,52.4894899839,2,27,22,50,0,2,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",3.378258426074929
51862,2009-10-17T21:30:18Z,13.4190654681,52.4991722151,0,15,13,75,0,2,10,"[{'url': '/categories/188', 'name': 'Gallery'}]",2.5123174706465345
52465,2009-10-18T10:08:54Z,13.4248745441,52.4866088971,0,17,15,50,0,1,10,"[{'url': '/categories/436', 'name': ""McDonald's""}]",3.941840152497195
52668,2009-10-18T16:20:50Z,13.3874967371,52.4924303648,0,22,18,75,0,4,10,"[{'url': '/categories/160', 'name': 'Indian'}]",3.1120394764607444
52795,2009-10-18T17:48:21Z,13.3934981336,52.4916669978,0,21,14,75,0,2,10,"[{'url': '/categories/24', 'name': 'Pub'}]",3.0966049003339564
53640,2009-10-19T06:41:37Z,13.4260408167,52.4783276667,0,10,7,75,0,2,10,"[{'url': '/categories/110', 'name': 'Bakery'}]",4.826247308606971
53679,2009-10-19T10:49:53Z,13.4261745,52.4768557333,0,10,10,75,0,2,10,"[{'url': '/categories/54', 'name': 'Other - Shopping'}]",4.983286475646857
53680,2009-10-19T10:55:32Z,13.3919310309,52.5088506801,0,21,14,75,0,3,10,"[{'url': '/categories/18', 'name': 'Asian'}]",1.3099557424208939
54073,2009-10-19T18:06:12Z,13.5678491167,52.4583379833,1,20,19,250,0,3,10,"[{'url': '/categories/79', 'name': 'Stadium'}]",13.132104233561847
54813,2009-10-20T07:54:20Z,13.4284043333,52.4913922,0,12,10,75,0,1,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",3.576554638417057
54815,2009-10-20T08:13:04Z,13.3907139301,52.4977075575,4,168,78,50,1,4,10,"[{'url': '/categories/164', 'name': 'Subway'}]",2.486937139103527
54843,2009-10-20T10:11:31Z,13.4400451833,52.5241430333,4,44,23,75,0,2,10,"[{'url': '/categories/94', 'name': 'Light Rail'}]",2.666410885991085
54853,2009-10-20T10:35:22Z,13.4252658667,52.4895315167,0,18,10,75,0,3,10,"[{'url': '/categories/60', 'name': 'Other - Architecture'}]",3.657997083680682
54858,2009-10-20T10:54:42Z,13.3904953601,52.5068729796,0,27,24,75,0,2,10,"[{'url': '/categories/98', 'name': 'Mediterranean'}]",1.549314180007205
54887,2009-10-20T12:30:55Z,13.3601117333,52.4808009833,0,25,18,50,0,3,10,"[{'url': '/categories/20', 'name': 'Apartment'}]",5.096891131841963
54965,2009-10-20T14:31:55Z,13.3885496036,52.5260434249,1,45,28,75,0,4,10,"[{'url': '/categories/56', 'name': 'Other - Nightlife '}]",1.1701248746957282
55096,2009-10-20T16:39:31Z,13.40238595,52.5230298667,2,192,140,50,0,8,10,"[{'url': '/categories/165', 'name': 'Plaza / Square'}]",0.4426578956531516
55154,2009-10-20T17:24:20Z,13.4473407269,52.5033113493,0,104,58,50,0,8,10,"[{'url': '/categories/164', 'name': 'Subway'}]",3.5623558381078415
55165,2009-10-20T17:32:26Z,13.4000158167,52.5229632833,1,33,25,75,1,2,10,"[{'url': '/categories/19', 'name': 'Italian'}]",0.44325378015187433
55177,2009-10-20T17:44:33Z,13.3875596523,52.4985566628,0,19,14,50,0,1,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",2.470382611771904
55356,2009-10-20T20:29:47Z,13.3934599833,52.5263656167,1,34,31,75,0,2,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",0.9762856681853056
55866,2009-10-21T06:13:36Z,13.4021615982,52.5226121839,3,202,119,50,0,6,10,"[{'url': '/categories/95', 'name': 'Train Station'}]",0.39471677975424513
56212,2009-10-21T12:25:48Z,13.4009475996,52.5269088716,3,31,26,75,1,2,10,"[{'url': '/categories/98', 'name': 'Mediterranean'}]",0.8709757656174705
56215,2009-10-21T12:33:21Z,13.3422124167,52.5022949667,0,33,26,50,0,2,10,"[{'url': '/categories/187', 'name': 'Hot Dogs & Sausages'}]",4.426667750114331
56538,2009-10-21T17:34:08Z,13.4052836895,52.4984978791,3,57,26,75,0,4,10,"[{'url': '/categories/164', 'name': 'Subway'}]",2.3031628856134696
56557,2009-10-21T17:46:37Z,13.39174475,52.4990153667,0,21,16,50,0,1,10,"[{'url': '/categories/51', 'name': 'Sculpture'}]",2.3275483626714397
57279,2009-10-22T05:37:29Z,13.3873450756,52.5203142883,12,812,324,100,1,10,10,"[{'url': '/categories/95', 'name': 'Train Station'}]",0.9689388067763013
57330,2009-10-22T08:42:05Z,13.4087920189,52.5243355267,0,47,37,50,0,3,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",0.7635100597134947
57331,2009-10-22T08:48:55Z,13.4387061891,52.5174008679,0,25,21,75,0,1,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",2.5229398803952368
57346,2009-10-22T10:12:45Z,13.3349561691,52.5063937834,11,517,204,300,0,10,10,"[{'url': '/categories/33', 'name': 'Zoo'}]",4.720457128018867
57401,2009-10-22T11:16:40Z,13.4520506859,52.5104554745,0,19,16,50,0,2,10,"[{'url': '/categories/17', 'name': 'BBQ'}]",3.5512477723147478
57596,2009-10-22T15:28:00Z,13.3923329167,52.4971380667,0,28,22,100,0,3,10,"[{'url': '/categories/102', 'name': 'Library'}]",2.518256595729849
57626,2009-10-22T15:49:38Z,13.3875577167,52.5002107333,0,21,18,75,0,2,10,"[{'url': '/categories/103', 'name': 'Theatre'}]",2.301567535186366
57628,2009-10-22T15:50:54Z,13.4116466667,52.5403849,4,62,52,50,0,7,10,"[{'url': '/categories/187', 'name': 'Hot Dogs & Sausages'}]",2.4656041181855235
57727,2009-10-22T16:55:47Z,13.4121998,52.51605215,1,19,16,75,0,1,10,"[{'url': '/categories/164', 'name': 'Subway'}]",0.797271172048246
57735,2009-10-22T17:01:40Z,13.4088778496,52.5161751617,0,26,24,50,0,2,10,"[{'url': '/categories/58', 'name': 'Other - Entertainment'}]",0.5935731474932003
57827,2009-10-22T18:24:21Z,13.4568782473,52.5115288405,0,30,21,50,0,2,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]",3.838863903351114
58778,2009-10-23T12:00:05Z,13.4022391648,52.5286530981,1,41,36,75,0,2,10,"[{'url': '/categories/18', 'name': 'Asian'}]",1.0651625033086949
58839,2009-10-23T13:39:49Z,13.3825510333,52.5297886667,0,51,17,50,0,1,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",1.7504707344834163
58932,2009-10-23T15:29:56Z,13.4501838684,52.5038599339,0,12,10,50,0,1,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",3.702731481783885
58948,2009-10-23T15:39:02Z,13.4504628181,52.5041538157,0,10,10,100,0,1,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",3.704762680852304
59195,2009-10-23T18:01:16Z,13.4274172783,52.499216341,3,55,40,50,0,3,10,"[{'url': '/categories/164', 'name': 'Subway'}]",2.8198729408019596
59212,2009-10-23T18:13:17Z,13.3915936947,52.49973232,1,16,14,50,0,1,10,"[{'url': '/categories/83', 'name': 'Middle Eastern'}]",2.2542547777192676
59220,2009-10-23T18:17:07Z,13.3913898468,52.5007903845,0,26,9,50,0,1,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",2.1466027493054134
59369,2009-10-23T19:49:42Z,13.5097503662,52.3770663001,30,806,506,1500,1,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]",17.411886819077196
60099,2009-10-24T09:05:04Z,13.3765763614,52.5220352642,1,68,46,75,0,4,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",1.7194281910180087
60161,2009-10-24T11:12:36Z,13.38867075,52.5011624167,1,20,18,75,0,0,10,"[{'url': '/categories/58', 'name': 'Other - Entertainment'}]",2.1742904071796363
60170,2009-10-24T11:24:49Z,13.3825906667,52.5036635,0,40,33,50,0,3,10,"[{'url': '/categories/63', 'name': 'Monument'}]",2.140426813556343
60173,2009-10-24T11:29:29Z,13.3819092333,52.5045544,0,32,21,75,0,3,10,"[{'url': '/categories/24', 'name': 'Pub'}]",2.0908784102277473
60179,2009-10-24T11:38:50Z,13.3032631874,52.5155614409,0,21,10,75,0,2,10,"[{'url': '/categories/58', 'name': 'Other - Entertainment'}]",6.660167219728089
60185,2009-10-24T11:47:19Z,13.3840616167,52.5035699167,0,11,11,75,0,0,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",2.0909490076700843
60196,2009-10-24T12:00:37Z,13.3050441742,52.5115328697,2,24,14,50,0,2,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]",6.582201297566471
60292,2009-10-24T13:51:13Z,13.4032344818,52.5435814541,7,127,81,150,0,4,10,"[{'url': '/categories/38', 'name': 'City Park'}]",2.7264761921753315
60298,2009-10-24T13:55:20Z,13.4022903442,52.5411019505,8,81,62,50,2,2,10,"[{'url': '/categories/91', 'name': 'Antiques'}]",2.448857887874029
60317,2009-10-24T14:05:34Z,13.4113541656,52.5262407338,1,13,10,75,0,2,10,"[{'url': '/categories/161', 'name': 'Vegetarian / Vegan'}]",1.0372139910663296
60359,2009-10-24T14:26:34Z,13.3910432667,52.50136635,0,16,14,150,0,2,10,"[{'url': '/categories/38', 'name': 'City Park'}]",2.0938398416097184
60424,2009-10-24T15:04:56Z,13.3963188667,52.5381881167,1,72,42,75,0,2,10,"[{'url': '/categories/164', 'name': 'Subway'}]",2.153266198471172
60425,2009-10-24T15:06:02Z,13.3961319833,52.53820665,0,15,9,75,0,2,10,"[{'url': '/categories/35', 'name': 'Apparel'}]",2.1573999489849816
60558,2009-10-24T16:12:12Z,13.3967359667,52.5270221,0,33,31,75,2,1,10,"[{'url': '/categories/25', 'name': 'Dancefloor'}]",0.9402175742259988
60591,2009-10-24T16:22:54Z,13.3870180833,52.5260829667,1,151,45,75,0,4,10,"[{'url': '/categories/164', 'name': 'Subway'}]",1.2524521938914943
60638,2009-10-24T16:57:51Z,13.3751893044,52.5093127537,29,741,435,250,1,10,10,"[{'url': '/categories/165', 'name': 'Plaza / Square'}]",2.087033939688893
60642,2009-10-24T16:59:58Z,13.3738738725,52.5083261885,2,88,68,100,0,3,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]",2.2206663364280614
60651,2009-10-24T17:02:53Z,13.3738738725,52.5083261885,1,35,32,75,0,2,10,"[{'url': '/categories/100', 'name': 'Steakhouse'}]",2.2206663364280614
60791,2009-10-24T18:10:01Z,13.3739471034,52.5066522603,15,296,191,300,0,6,10,"[{'url': '/categories/11', 'name': 'Mall'}]",2.322265743530845
60793,2009-10-24T18:10:46Z,13.3739471034,52.5066522603,0,41,19,75,0,1,10,"[{'url': '/categories/35', 'name': 'Apparel'}]",2.322265743530845
60795,2009-10-24T18:11:39Z,13.3739471034,52.5066522603,0,42,23,75,0,2,10,"[{'url': '/categories/35', 'name': 'Apparel'}]",2.322265743530845
60798,2009-10-24T18:12:42Z,13.3739471034,52.5066522603,0,26,17,50,0,2,10,"[{'url': '/categories/54', 'name': 'Other - Shopping'}]",2.322265743530845
60968,2009-10-24T19:18:57Z,13.3907194833,52.5052947,0,31,28,75,0,1,10,"[{'url': '/categories/164', 'name': 'Subway'}]",1.6986348887037979
60997,2009-10-24T19:27:14Z,13.3958745003,52.5016720856,2,102,99,250,1,5,10,"[{'url': '/categories/73', 'name': 'History Museum'}]",1.973459106501342
61010,2009-10-24T19:31:03Z,13.3984899333,52.5033698,0,25,23,75,0,2,10,"[{'url': '/categories/188', 'name': 'Gallery'}]",1.7593249343163793
61286,2009-10-24T21:39:27Z,13.4138001057,52.5476774615,1,57,23,75,0,2,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",3.286141795117075
61421,2009-10-24T22:53:56Z,13.4534776211,52.5158487155,2,312,66,50,0,4,10,"[{'url': '/categories/164', 'name': 'Subway'}]",3.5338894179497227
61430,2009-10-24T22:57:53Z,13.4575001833,52.5158751167,0,15,12,75,0,1,10,"[{'url': '/categories/186', 'name': 'Bank & Financial'}]",3.804482684190542
61436,2009-10-24T22:58:51Z,13.4587497167,52.5157772833,0,22,15,75,0,1,10,"[{'url': '/categories/26', 'name': 'Ultra-lounge'}]",3.8896843985284844
62092,2009-10-25T14:24:54Z,13.4168171883,52.5027692888,3,52,36,50,0,2,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",2.0886185622860522
62200,2009-10-25T15:47:30Z,13.38433735,52.5025335667,1,15,13,75,0,2,10,"[{'url': '/categories/130', 'name': 'Sports Bar'}]",2.1769731048504317
62219,2009-10-25T16:04:21Z,13.3811875833,52.5045738833,1,32,24,75,0,3,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",2.120565487056103
62247,2009-10-25T16:24:26Z,13.4018317333,52.5306064333,0,33,31,75,0,3,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",1.2814293793186844
62301,2009-10-25T17:02:06Z,13.4073776333,52.53689905,1,19,18,75,0,1,10,"[{'url': '/categories/83', 'name': 'Middle Eastern'}]",2.0201808125807283
62314,2009-10-25T17:12:42Z,13.4655100107,52.5125498413,0,18,8,50,0,1,10,"[{'url': '/categories/20', 'name': 'Apartment'}]",4.390391768191744
62326,2009-10-25T17:18:20Z,13.4636807442,52.5043105519,0,14,10,100,0,1,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]",4.515850480135089
62579,2009-10-25T19:11:28Z,13.4584224333,52.4919389833,0,25,21,100,0,3,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]",4.893058824549503
62646,2009-10-25T19:33:34Z,13.4027822,52.5239428833,9,157,100,75,1,10,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",0.5469901690778786
62652,2009-10-25T19:35:53Z,13.3991028667,52.5235647,3,59,55,150,0,3,10,"[{'url': '/categories/38', 'name': 'City Park'}]",0.5244500322166936
62656,2009-10-25T19:37:00Z,13.3930855333,52.5247733833,1,37,33,100,0,1,10,"[{'url': '/categories/52', 'name': 'Modern Art Museum'}]",0.8520903425725668
62660,2009-10-25T19:39:46Z,13.3880173333,52.5261285833,0,28,21,75,0,1,10,"[{'url': '/categories/83', 'name': 'Middle Eastern'}]",1.2035138926881277
62665,2009-10-25T19:42:12Z,13.3873351167,52.5260522833,1,47,37,75,1,7,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",1.2335729172767276
63485,2009-10-26T11:27:10Z,13.4536385536,52.5117222274,0,14,8,50,0,1,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",3.6203423903249647
63502,2009-10-26T12:07:29Z,13.4475767612,52.5023578408,0,46,28,50,1,3,10,"[{'url': '/categories/124', 'name': 'Diner'}]",3.629468606756068
63535,2009-10-26T12:52:47Z,13.466079201,52.5146179497,0,15,11,75,0,1,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",4.396405744478239
63539,2009-10-26T13:00:37Z,13.4649618503,52.5146630053,0,20,14,75,0,0,10,"[{'url': '/categories/454', 'name': 'Subway'}]",4.320717193173201
63560,2009-10-26T13:17:54Z,13.4025358667,52.53357995,0,12,12,75,0,1,10,"[{'url': '/categories/24', 'name': 'Pub'}]",1.613356447521595
63563,2009-10-26T13:21:15Z,13.3837617667,52.53072325,0,31,24,75,0,1,10,"[{'url': '/categories/164', 'name': 'Subway'}]",1.7660034280545747
63565,2009-10-26T13:21:54Z,13.3831685333,52.53054505,0,46,32,75,0,5,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",1.7793065064169122
63567,2009-10-26T13:22:55Z,13.3831685333,52.53054505,0,27,27,75,0,1,10,"[{'url': '/categories/454', 'name': 'Subway'}]",1.7793065064169122
63574,2009-10-26T13:33:02Z,13.3902472193,52.5065044358,6,97,74,75,1,3,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",1.5933251688904388
63598,2009-10-26T13:56:09Z,13.3898071833,52.5085462333,2,78,37,75,0,6,10,"[{'url': '/categories/36', 'name': 'Technology'}]",1.4147035823991814
63679,2009-10-26T15:14:28Z,13.393040651,52.5079955583,1,39,18,75,0,1,10,"[{'url': '/categories/159', 'name': 'Sushi'}]",1.3599969789796051
63699,2009-10-26T15:40:44Z,13.4021784167,52.5175062167,2,55,50,75,0,5,10,"[{'url': '/categories/166', 'name': 'Historic Landmark'}]",0.18095323467010208
63705,2009-10-26T15:44:44Z,13.4000928333,52.5184824333,8,106,92,100,0,4,10,"[{'url': '/categories/165', 'name': 'Plaza / Square'}]",0.11757485873622112
63707,2009-10-26T15:45:27Z,13.4000926667,52.51862235,26,173,155,100,1,7,10,"[{'url': '/categories/22', 'name': 'Historic Church'}]",0.10948674163247332
63710,2009-10-26T15:46:58Z,13.3994346667,52.5189136333,7,74,69,100,0,2,10,"[{'url': '/categories/73', 'name': 'History Museum'}]",0.14250182148957174
63712,2009-10-26T15:49:56Z,13.3992261333,52.5199693167,4,66,61,100,1,5,10,"[{'url': '/categories/50', 'name': 'Traditional Art Museum'}]",0.18392463956191146
63720,2009-10-26T15:55:29Z,13.40207025,52.519142,1,87,83,100,1,4,10,"[{'url': '/categories/73', 'name': 'History Museum'}]",0.03764890695491025
63727,2009-10-26T16:01:24Z,13.4066186667,52.5197124,11,107,93,50,0,8,10,"[{'url': '/categories/150', 'name': 'Fountain'}]",0.3518526995321396
63729,2009-10-26T16:03:36Z,13.4076799667,52.5189563,17,118,97,75,0,5,10,"[{'url': '/categories/125', 'name': 'City Hall'}]",0.41689384707682986
63740,2009-10-26T16:08:26Z,13.4103131167,52.5206950167,6,171,117,75,0,6,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",0.6212010357243865
63744,2009-10-26T16:09:28Z,13.4102099167,52.5214876167,0,59,37,75,0,3,10,"[{'url': '/categories/186', 'name': 'Bank & Financial'}]",0.6457351009281472
