userid1,userid2,user_pair
7,9755,"(7, 9755)"
7,29,"(7, 29)"
7,3104,"(7, 3104)"
7,50,"(7, 50)"
7,135740,"(7, 135740)"
7,6239,"(7, 6239)"
7,120,"(7, 120)"
7,2684,"(7, 2684)"
7,97410,"(7, 97410)"
7,22151,"(7, 22151)"
7,2696,"(7, 2696)"
7,140957,"(7, 140957)"
7,2214,"(7, 2214)"
7,193,"(7, 193)"
7,118999,"(7, 118999)"
7,64219,"(7, 64219)"
7,7902,"(7, 7902)"
7,54500,"(7, 54500)"
7,262903,"(7, 262903)"
7,239867,"(7, 239867)"
7,765,"(7, 765)"
7,2819,"(7, 2819)"
7,61704,"(7, 61704)"
7,801,"(7, 801)"
7,66953,"(7, 66953)"
7,327,"(7, 327)"
7,60,"(7, 60)"
7,876,"(7, 876)"
7,4975,"(7, 4975)"
7,11660,"(7, 11660)"
7,26523,"(7, 26523)"
7,7587,"(7, 7587)"
7,2984,"(7, 2984)"
7,1699,"(7, 1699)"
7,335,"(7, 335)"
7,13800,"(7, 13800)"
7,1025015,"(7, 1025015)"
7,323582,"(7, 323582)"
12,29,"(12, 29)"
12,3104,"(12, 3104)"
12,43,"(12, 43)"
12,5170,"(12, 5170)"
12,108126,"(12, 108126)"
12,60,"(12, 60)"
12,1956026,"(12, 1956026)"
12,9823,"(12, 9823)"
12,1639,"(12, 1639)"
12,4209,"(12, 4209)"
12,3192,"(12, 3192)"
12,22151,"(12, 22151)"
12,2696,"(12, 2696)"
12,1163,"(12, 1163)"
12,145,"(12, 145)"
12,158,"(12, 158)"
12,3232,"(12, 3232)"
12,1699,"(12, 1699)"
12,306892,"(12, 306892)"
12,632,"(12, 632)"
12,99014,"(12, 99014)"
12,16118,"(12, 16118)"
12,262903,"(12, 262903)"
12,14074,"(12, 14074)"
12,765,"(12, 765)"
12,2819,"(12, 2819)"
12,4358,"(12, 4358)"
12,61704,"(12, 61704)"
12,39192,"(12, 39192)"
12,5921,"(12, 5921)"
12,639278,"(12, 639278)"
12,32565,"(12, 32565)"
12,1343,"(12, 1343)"
12,327,"(12, 327)"
12,14160,"(12, 14160)"
12,876,"(12, 876)"
12,2368600,"(12, 2368600)"
12,12169,"(12, 12169)"
12,151,"(12, 151)"
12,26523,"(12, 26523)"
12,5021,"(12, 5021)"
12,5022,"(12, 5022)"
12,7594,"(12, 7594)"
12,943,"(12, 943)"
12,22482,"(12, 22482)"
12,222373,"(12, 222373)"
12,5602,"(12, 5602)"
12,50,"(12, 50)"
12,13800,"(12, 13800)"
12,372533,"(12, 372533)"
25,135178,"(25, 135178)"
25,29,"(25, 29)"
25,2681,"(25, 2681)"
25,149,"(25, 149)"
25,2213,"(25, 2213)"
25,7860,"(25, 7860)"
25,15031,"(25, 15031)"
25,94398,"(25, 94398)"
25,119,"(25, 119)"
25,7902,"(25, 7902)"
25,7396,"(25, 7396)"
25,144623,"(25, 144623)"
25,246,"(25, 246)"
25,27409,"(25, 27409)"
25,2343,"(25, 2343)"
25,11575,"(25, 11575)"
25,96587,"(25, 96587)"
25,6814,"(25, 6814)"
25,20930,"(25, 20930)"
25,215521,"(25, 215521)"
25,1025015,"(25, 1025015)"
29,142423,"(29, 142423)"
29,3104,"(29, 3104)"
29,43,"(29, 43)"
29,60,"(29, 60)"
29,5646,"(29, 5646)"
29,2163,"(29, 2163)"
29,120,"(29, 120)"
29,97410,"(29, 97410)"
29,2696,"(29, 2696)"
29,1163,"(29, 1163)"
29,149,"(29, 149)"
29,164,"(29, 164)"
29,1189,"(29, 1189)"
29,6382,"(29, 6382)"
29,193,"(29, 193)"
29,710,"(29, 710)"
29,77601,"(29, 77601)"
29,25804,"(29, 25804)"
29,208,"(29, 208)"
29,178543,"(29, 178543)"
29,61654,"(29, 61654)"
29,25818,"(29, 25818)"
29,61680,"(29, 61680)"
29,246,"(29, 246)"
29,262903,"(29, 262903)"
29,2819,"(29, 2819)"
29,61704,"(29, 61704)"
29,118317,"(29, 118317)"
29,14101,"(29, 14101)"
29,39192,"(29, 39192)"
29,7902,"(29, 7902)"
29,94012,"(29, 94012)"
29,1343,"(29, 1343)"
29,837,"(29, 837)"
29,327,"(29, 327)"
29,4975,"(29, 4975)"
29,385,"(29, 385)"
29,1925,"(29, 1925)"
29,26523,"(29, 26523)"
29,943,"(29, 943)"
29,1456,"(29, 1456)"
29,58032,"(29, 58032)"
29,22482,"(29, 22482)"
29,1699,"(29, 1699)"
29,214485,"(29, 214485)"
29,13800,"(29, 13800)"
43,104963,"(43, 104963)"
43,8207,"(43, 8207)"
43,221722,"(43, 221722)"
43,943,"(43, 943)"
43,72753,"(43, 72753)"
43,564,"(43, 564)"
43,825,"(43, 825)"
43,2876,"(43, 2876)"
43,950,"(43, 950)"
43,3192,"(43, 3192)"
43,120,"(43, 120)"
50,130561,"(50, 130561)"
50,1729,"(50, 1729)"
50,276183,"(50, 276183)"
50,6697,"(50, 6697)"
50,215850,"(50, 215850)"
50,943,"(50, 943)"
50,301491,"(50, 301491)"
50,59318,"(50, 59318)"
50,60,"(50, 60)"
50,193,"(50, 193)"
50,208198,"(50, 208198)"
50,74959,"(50, 74959)"
50,120,"(50, 120)"
50,369359,"(50, 369359)"
50,17628,"(50, 17628)"
50,1061857,"(50, 1061857)"
50,54500,"(50, 54500)"
50,2542,"(50, 2542)"
50,2552,"(50, 2552)"
50,79509,"(50, 79509)"
60,26627,"(60, 26627)"
60,5646,"(60, 5646)"
60,29206,"(60, 29206)"
60,3104,"(60, 3104)"
60,8743,"(60, 8743)"
60,45616,"(60, 45616)"
60,136677,"(60, 136677)"
60,2114,"(60, 2114)"
60,36938,"(60, 36938)"
60,470092,"(60, 470092)"
60,1628,"(60, 1628)"
60,2163,"(60, 2163)"
60,34421,"(60, 34421)"
60,120,"(60, 120)"
60,1665,"(60, 1665)"
60,22151,"(60, 22151)"
60,2696,"(60, 2696)"
60,202890,"(60, 202890)"
60,39192,"(60, 39192)"
60,79509,"(60, 79509)"
60,151,"(60, 151)"
60,164,"(60, 164)"
60,193,"(60, 193)"
60,7853,"(60, 7853)"
60,691,"(60, 691)"
60,16065,"(60, 16065)"
60,310981,"(60, 310981)"
60,1729,"(60, 1729)"
60,86755,"(60, 86755)"
60,776,"(60, 776)"
60,2327305,"(60, 2327305)"
60,2101007,"(60, 2101007)"
60,77601,"(60, 77601)"
60,1343,"(60, 1343)"
60,113989,"(60, 113989)"
60,2385,"(60, 2385)"
60,118107,"(60, 118107)"
60,8031,"(60, 8031)"
60,1925,"(60, 1925)"
60,2318062,"(60, 2318062)"
60,409,"(60, 409)"
60,26523,"(60, 26523)"
60,314958,"(60, 314958)"
60,112025,"(60, 112025)"
60,943,"(60, 943)"
60,1456,"(60, 1456)"
60,19534,"(60, 19534)"
60,264675,"(60, 264675)"
60,1056,"(60, 1056)"
60,109564,"(60, 109564)"
100,3716,"(100, 3716)"
100,2696,"(100, 2696)"
100,119570,"(100, 119570)"
100,61654,"(100, 61654)"
100,314794,"(100, 314794)"
100,239533,"(100, 239533)"
100,950,"(100, 950)"
100,52810,"(100, 52810)"
100,22482,"(100, 22482)"
100,19814,"(100, 19814)"
100,110,"(100, 110)"
100,155688,"(100, 155688)"
100,107646,"(100, 107646)"
105,130347,"(105, 130347)"
105,62341,"(105, 62341)"
105,51978,"(105, 51978)"
105,75408,"(105, 75408)"
105,1856,"(105, 1856)"
105,151773,"(105, 151773)"
108,776,"(108, 776)"
108,151,"(108, 151)"
108,347931,"(108, 347931)"
108,5182,"(108, 5182)"
108,324,"(108, 324)"
108,14160,"(108, 14160)"
108,214,"(108, 214)"
108,15070,"(108, 15070)"
108,58997,"(108, 58997)"
108,765,"(108, 765)"
110,167810,"(110, 167810)"
110,26290,"(110, 26290)"
110,950,"(110, 950)"
110,2145935,"(110, 2145935)"
115,51968,"(115, 51968)"
115,20509,"(115, 20509)"
115,7077,"(115, 7077)"
115,77490,"(115, 77490)"
115,1793972,"(115, 1793972)"
119,7587,"(119, 7587)"
119,144623,"(119, 144623)"
119,10098,"(119, 10098)"
119,149,"(119, 149)"
120,5646,"(120, 5646)"
120,29206,"(120, 29206)"
120,3104,"(120, 3104)"
120,564,"(120, 564)"
120,15426,"(120, 15426)"
120,134238,"(120, 134238)"
120,14446,"(120, 14446)"
120,34421,"(120, 34421)"
120,805190,"(120, 805190)"
120,1729,"(120, 1729)"
120,79509,"(120, 79509)"
120,151,"(120, 151)"
120,16065,"(120, 16065)"
120,164,"(120, 164)"
120,691,"(120, 691)"
120,68725,"(120, 68725)"
120,132800,"(120, 132800)"
120,193,"(120, 193)"
120,5339,"(120, 5339)"
120,7902,"(120, 7902)"
120,86755,"(120, 86755)"
120,16118,"(120, 16118)"
120,116691,"(120, 116691)"
120,85764,"(120, 85764)"
120,324359,"(120, 324359)"
120,133080,"(120, 133080)"
120,119570,"(120, 119570)"
120,2696,"(120, 2696)"
120,825,"(120, 825)"
120,1343,"(120, 1343)"
120,1856,"(120, 1856)"
120,8031,"(120, 8031)"
120,6716,"(120, 6716)"
120,876,"(120, 876)"
120,202890,"(120, 202890)"
120,112025,"(120, 112025)"
120,409,"(120, 409)"
120,26523,"(120, 26523)"
120,314958,"(120, 314958)"
120,2980,"(120, 2980)"
120,943,"(120, 943)"
120,121776,"(120, 121776)"
120,15795,"(120, 15795)"
120,2489,"(120, 2489)"
120,6303,"(120, 6303)"
120,19534,"(120, 19534)"
120,89679,"(120, 89679)"
120,266810,"(120, 266810)"
120,68089,"(120, 68089)"
145,2104836,"(145, 2104836)"
145,78863,"(145, 78863)"
145,2368600,"(145, 2368600)"
145,5170,"(145, 5170)"
145,87644,"(145, 87644)"
145,214157,"(145, 214157)"
145,158,"(145, 158)"
145,3232,"(145, 3232)"
145,81572,"(145, 81572)"
145,99014,"(145, 99014)"
145,306892,"(145, 306892)"
145,6376,"(145, 6376)"
145,110338,"(145, 110338)"
145,4358,"(145, 4358)"
145,4359,"(145, 4359)"
145,392987,"(145, 392987)"
145,5921,"(145, 5921)"
145,294,"(145, 294)"
145,1084917,"(145, 1084917)"
145,639278,"(145, 639278)"
145,121243,"(145, 121243)"
145,5021,"(145, 5021)"
145,147871,"(145, 147871)"
145,153030,"(145, 153030)"
145,456,"(145, 456)"
145,273060,"(145, 273060)"
149,20930,"(149, 20930)"
149,11575,"(149, 11575)"
149,11755,"(149, 11755)"
149,25718,"(149, 25718)"
149,22652,"(149, 22652)"
149,3070,"(149, 3070)"
151,136706,"(151, 136706)"
151,100440,"(151, 100440)"
151,3104,"(151, 3104)"
151,5182,"(151, 5182)"
151,470092,"(151, 470092)"
151,9298,"(151, 9298)"
151,310358,"(151, 310358)"
151,108126,"(151, 108126)"
151,4209,"(151, 4209)"
151,58997,"(151, 58997)"
151,1562238,"(151, 1562238)"
151,214,"(151, 214)"
151,2681,"(151, 2681)"
151,765,"(151, 765)"
151,776,"(151, 776)"
151,1531870,"(151, 1531870)"
151,324,"(151, 324)"
151,344,"(151, 344)"
151,28509,"(151, 28509)"
151,8031,"(151, 8031)"
151,362,"(151, 362)"
151,876,"(151, 876)"
151,19006,"(151, 19006)"
151,136677,"(151, 136677)"
151,112025,"(151, 112025)"
151,347931,"(151, 347931)"
151,113989,"(151, 113989)"
151,134238,"(151, 134238)"
151,191912,"(151, 191912)"
151,943,"(151, 943)"
151,1456,"(151, 1456)"
158,73602,"(158, 73602)"
158,5021,"(158, 5021)"
158,3232,"(158, 3232)"
158,4358,"(158, 4358)"
158,7594,"(158, 7594)"
158,5170,"(158, 5170)"
158,306892,"(158, 306892)"
158,214157,"(158, 214157)"
158,876,"(158, 876)"
158,16118,"(158, 16118)"
164,9751,"(164, 9751)"
164,8031,"(164, 8031)"
164,136677,"(164, 136677)"
164,2114,"(164, 2114)"
164,19534,"(164, 19534)"
164,9298,"(164, 9298)"
164,2101007,"(164, 2101007)"
164,76390,"(164, 76390)"
164,1665,"(164, 1665)"
164,202890,"(164, 202890)"
164,2732,"(164, 2732)"
164,308401,"(164, 308401)"
164,26290,"(164, 26290)"
164,193,"(164, 193)"
164,310981,"(164, 310981)"
164,14970,"(164, 14970)"
164,109305,"(164, 109305)"
164,18188,"(164, 18188)"
164,24353,"(164, 24353)"
164,139054,"(164, 139054)"
164,1531870,"(164, 1531870)"
164,11575,"(164, 11575)"
164,118107,"(164, 118107)"
164,1925,"(164, 1925)"
164,112025,"(164, 112025)"
164,233892,"(164, 233892)"
164,78757,"(164, 78757)"
164,191912,"(164, 191912)"
164,943,"(164, 943)"
164,133080,"(164, 133080)"
164,401889,"(164, 401889)"
164,1520,"(164, 1520)"
164,29686,"(164, 29686)"
168,2094,"(168, 2094)"
168,3125,"(168, 3125)"
168,18188,"(168, 18188)"
168,19534,"(168, 19534)"
168,78863,"(168, 78863)"
168,632,"(168, 632)"
168,134335,"(168, 134335)"
168,10385,"(168, 10385)"
168,3218,"(168, 3218)"
168,150178,"(168, 150178)"
168,123341,"(168, 123341)"
168,2768,"(168, 2768)"
168,17122,"(168, 17122)"
168,17153,"(168, 17153)"
168,2819,"(168, 2819)"
168,130347,"(168, 130347)"
168,300,"(168, 300)"
168,4933,"(168, 4933)"
168,5965,"(168, 5965)"
168,21901,"(168, 21901)"
168,15645,"(168, 15645)"
168,860,"(168, 860)"
168,90464,"(168, 90464)"
168,205227,"(168, 205227)"
168,245184,"(168, 245184)"
168,29639,"(168, 29639)"
168,456,"(168, 456)"
168,22482,"(168, 22482)"
168,495,"(168, 495)"
168,370601,"(168, 370601)"
193,103951,"(193, 103951)"
193,79509,"(193, 79509)"
193,409,"(193, 409)"
193,943,"(193, 943)"
193,691,"(193, 691)"
193,1729,"(193, 1729)"
193,5646,"(193, 5646)"
193,86755,"(193, 86755)"
193,370578,"(193, 370578)"
193,34421,"(193, 34421)"
196,6708,"(196, 6708)"
196,5707,"(196, 5707)"
196,9860,"(196, 9860)"
196,7906,"(196, 7906)"
196,3848,"(196, 3848)"
196,385,"(196, 385)"
196,9641,"(196, 9641)"
196,8136,"(196, 8136)"
196,10711,"(196, 10711)"
208,801,"(208, 801)"
208,255918,"(208, 255918)"
208,283507,"(208, 283507)"
208,296898,"(208, 296898)"
208,327,"(208, 327)"
208,269153,"(208, 269153)"
208,101146,"(208, 101146)"
208,876,"(208, 876)"
214,1056,"(214, 1056)"
214,5182,"(214, 5182)"
214,58997,"(214, 58997)"
214,362,"(214, 362)"
214,347931,"(214, 347931)"
214,1970342,"(214, 1970342)"
214,765,"(214, 765)"
214,1531870,"(214, 1531870)"
214,776,"(214, 776)"
214,15070,"(214, 15070)"
214,324,"(214, 324)"
214,119635,"(214, 119635)"
214,25959,"(214, 25959)"
214,876,"(214, 876)"
214,1343,"(214, 1343)"
214,112025,"(214, 112025)"
214,136677,"(214, 136677)"
214,9298,"(214, 9298)"
214,2900,"(214, 2900)"
221,3125,"(221, 3125)"
221,2732,"(221, 2732)"
221,244950,"(221, 244950)"
221,6376,"(221, 6376)"
221,155437,"(221, 155437)"
221,11575,"(221, 11575)"
221,4933,"(221, 4933)"
221,6575,"(221, 6575)"
2097396,286707,"(286707, 2097396)"
246,2343,"(246, 2343)"
246,58032,"(246, 58032)"
246,837,"(246, 837)"
246,327,"(246, 327)"
246,2377,"(246, 2377)"
246,1873,"(246, 1873)"
246,6382,"(246, 6382)"
254,122035,"(254, 122035)"
254,122037,"(254, 122037)"
254,2522,"(254, 2522)"
254,60512,"(254, 60512)"
254,189052,"(254, 189052)"
278,221952,"(278, 221952)"
278,66595,"(278, 66595)"
278,292102,"(278, 292102)"
278,4144,"(278, 4144)"
278,6716,"(278, 6716)"
278,201809,"(278, 201809)"
278,86111,"(278, 86111)"
278,3716,"(278, 3716)"
278,2696,"(278, 2696)"
278,5279,"(278, 5279)"
278,11891,"(278, 11891)"
278,82617,"(278, 82617)"
278,70872,"(278, 70872)"
278,137960,"(278, 137960)"
278,53993,"(278, 53993)"
278,3830,"(278, 3830)"
278,24388,"(278, 24388)"
278,92924,"(278, 92924)"
278,6400,"(278, 6400)"
278,7431,"(278, 7431)"
278,131879,"(278, 131879)"
278,11575,"(278, 11575)"
278,112954,"(278, 112954)"
278,62273,"(278, 62273)"
278,13369,"(278, 13369)"
278,93531,"(278, 93531)"
278,101438,"(278, 101438)"
278,155544,"(278, 155544)"
278,20380,"(278, 20380)"
278,28583,"(278, 28583)"
278,139206,"(278, 139206)"
278,64459,"(278, 64459)"
278,3022,"(278, 3022)"
281,147987,"(281, 147987)"
281,9298,"(281, 9298)"
294,162341,"(294, 162341)"
294,148253,"(294, 148253)"
294,61704,"(294, 61704)"
294,14252,"(294, 14252)"
294,200589,"(294, 200589)"
294,162324,"(294, 162324)"
294,3221,"(294, 3221)"
294,22550,"(294, 22550)"
294,76699,"(294, 76699)"
294,13468,"(294, 13468)"
294,143194,"(294, 143194)"
294,98211,"(294, 98211)"
294,194980,"(294, 194980)"
294,25637,"(294, 25637)"
294,3116,"(294, 3116)"
294,343982,"(294, 343982)"
294,6575,"(294, 6575)"
294,3636,"(294, 3636)"
294,950,"(294, 950)"
294,15031,"(294, 15031)"
294,205029,"(294, 205029)"
294,105652,"(294, 105652)"
294,1043423,"(294, 1043423)"
294,243008,"(294, 243008)"
294,4933,"(294, 4933)"
294,219846,"(294, 219846)"
294,141514,"(294, 141514)"
294,350162,"(294, 350162)"
294,14165,"(294, 14165)"
294,359511,"(294, 359511)"
294,25316,"(294, 25316)"
294,13800,"(294, 13800)"
294,7788,"(294, 7788)"
294,14074,"(294, 14074)"
300,2094,"(300, 2094)"
300,3125,"(300, 3125)"
300,19534,"(300, 19534)"
300,19131,"(300, 19131)"
300,2118771,"(300, 2118771)"
300,7810,"(300, 7810)"
300,17595,"(300, 17595)"
300,123341,"(300, 123341)"
300,139467,"(300, 139467)"
300,1088721,"(300, 1088721)"
300,136957,"(300, 136957)"
300,130347,"(300, 130347)"
300,15645,"(300, 15645)"
300,90427,"(300, 90427)"
300,1856,"(300, 1856)"
300,4933,"(300, 4933)"
300,5965,"(300, 5965)"
300,2146643,"(300, 2146643)"
300,860,"(300, 860)"
300,17466,"(300, 17466)"
300,90464,"(300, 90464)"
300,136055,"(300, 136055)"
300,21901,"(300, 21901)"
300,370601,"(300, 370601)"
300,140957,"(300, 140957)"
300,245184,"(300, 245184)"
300,146925,"(300, 146925)"
300,495,"(300, 495)"
300,134058,"(300, 134058)"
309,21901,"(309, 21901)"
309,3174,"(309, 3174)"
309,745,"(309, 745)"
309,876,"(309, 876)"
324,776,"(324, 776)"
324,60462,"(324, 60462)"
324,5182,"(324, 5182)"
324,9298,"(324, 9298)"
324,876,"(324, 876)"
324,58997,"(324, 58997)"
327,6716,"(327, 6716)"
327,5182,"(327, 5182)"
327,184850,"(327, 184850)"
327,276595,"(327, 276595)"
327,97410,"(327, 97410)"
327,2696,"(327, 2696)"
327,1699,"(327, 1699)"
327,358603,"(327, 358603)"
327,61704,"(327, 61704)"
327,5388,"(327, 5388)"
327,2126297,"(327, 2126297)"
327,101146,"(327, 101146)"
327,2864,"(327, 2864)"
327,837,"(327, 837)"
327,2377,"(327, 2377)"
327,1873,"(327, 1873)"
327,15716,"(327, 15716)"
327,61797,"(327, 61797)"
327,129923,"(327, 129923)"
327,26523,"(327, 26523)"
327,9631,"(327, 9631)"
327,1696,"(327, 1696)"
327,262903,"(327, 262903)"
327,932779,"(327, 932779)"
327,19445,"(327, 19445)"
327,1019,"(327, 1019)"
329,368,"(329, 368)"
335,73232,"(335, 73232)"
335,1056,"(335, 1056)"
335,6191,"(335, 6191)"
335,2684,"(335, 2684)"
335,11134,"(335, 11134)"
335,4053,"(335, 4053)"
335,87809,"(335, 87809)"
335,130320,"(335, 130320)"
335,801,"(335, 801)"
335,6460,"(335, 6460)"
335,269153,"(335, 269153)"
335,876,"(335, 876)"
335,10098,"(335, 10098)"
335,184713,"(335, 184713)"
335,171939,"(335, 171939)"
344,765,"(344, 765)"
359,2696,"(359, 2696)"
359,44684,"(359, 44684)"
362,15070,"(362, 15070)"
362,776,"(362, 776)"
362,130320,"(362, 130320)"
362,347931,"(362, 347931)"
362,119635,"(362, 119635)"
362,269153,"(362, 269153)"
362,8549,"(362, 8549)"
362,25959,"(362, 25959)"
362,19853,"(362, 19853)"
362,112026,"(362, 112026)"
362,255918,"(362, 255918)"
362,22482,"(362, 22482)"
362,14160,"(362, 14160)"
362,136677,"(362, 136677)"
362,7670,"(362, 7670)"
368,2576,"(368, 2576)"
368,943,"(368, 943)"
368,222518,"(368, 222518)"
368,50517,"(368, 50517)"
385,2094,"(385, 2094)"
385,6192,"(385, 6192)"
385,6708,"(385, 6708)"
385,5707,"(385, 5707)"
385,9860,"(385, 9860)"
385,7906,"(385, 7906)"
385,9641,"(385, 9641)"
385,10711,"(385, 10711)"
393,264675,"(393, 264675)"
393,139206,"(393, 139206)"
393,186696,"(393, 186696)"
393,219501,"(393, 219501)"
393,59375,"(393, 59375)"
393,186709,"(393, 186709)"
393,29402,"(393, 29402)"
409,943,"(409, 943)"
409,114141,"(409, 114141)"
431,42032,"(431, 42032)"
456,78863,"(456, 78863)"
456,6814,"(456, 6814)"
456,2768,"(456, 2768)"
456,12025,"(456, 12025)"
456,50940,"(456, 50940)"
456,2819,"(456, 2819)"
456,46392,"(456, 46392)"
456,3395,"(456, 3395)"
456,143194,"(456, 143194)"
456,10385,"(456, 10385)"
456,6551,"(456, 6551)"
456,162722,"(456, 162722)"
456,7077,"(456, 7077)"
456,4012,"(456, 4012)"
456,3022,"(456, 3022)"
456,22482,"(456, 22482)"
456,20947,"(456, 20947)"
456,144341,"(456, 144341)"
456,7589,"(456, 7589)"
456,495,"(456, 495)"
456,3716,"(456, 3716)"
495,1566,"(495, 1566)"
495,2094,"(495, 2094)"
495,3125,"(495, 3125)"
495,1602,"(495, 1602)"
495,19534,"(495, 19534)"
495,16452,"(495, 16452)"
495,12909,"(495, 12909)"
495,10385,"(495, 10385)"
495,3218,"(495, 3218)"
495,3221,"(495, 3221)"
495,24353,"(495, 24353)"
495,2768,"(495, 2768)"
495,58488,"(495, 58488)"
495,17122,"(495, 17122)"
495,25316,"(495, 25316)"
495,17153,"(495, 17153)"
495,4902,"(495, 4902)"
495,1856,"(495, 1856)"
495,4933,"(495, 4933)"
495,44684,"(495, 44684)"
495,5965,"(495, 5965)"
495,860,"(495, 860)"
495,76699,"(495, 76699)"
495,7077,"(495, 7077)"
495,4012,"(495, 4012)"
495,6575,"(495, 6575)"
495,245184,"(495, 245184)"
495,9680,"(495, 9680)"
495,22482,"(495, 22482)"
495,5602,"(495, 5602)"
2097705,82702,"(82702, 2097705)"
2097705,2109984,"(2097705, 2109984)"
