id,created_at,lng,lat,photos_count,checkins_count,users_count,radius_meters,highlights_count,items_count,max_items_count,spot_categories,distance_to_center
11359,2009-04-17T17:26:53Z,-87.6354825497,41.8882692679,2,393,193,150,0,5,10,"[{'url': '/categories/166', 'name': 'Historic Landmark'}]",1.4484723499780008
11436,2009-04-18T16:58:42Z,-87.6445055,41.92138195,4,47,41,150,0,3,10,"[{'url': '/categories/38', 'name': 'City Park'}]",4.999011204786397
11548,2009-04-20T20:06:51Z,-87.8144931793,41.9606389426,3,61,6,100,1,1,10,"[{'url': '/categories/152', 'name': 'High School'}]",18.26534761604178
11601,2009-04-22T01:02:16Z,-87.6342594624,41.8301289642,75,870,616,250,2,10,10,"[{'url': '/categories/79', 'name': 'Stadium'}]",5.575224973517788
11717,2009-04-23T23:14:02Z,-87.8235483167,41.9093441833,3,47,17,75,0,2,10,"[{'url': '/categories/17', 'name': 'BBQ'}]",16.965224863213756
11793,2009-04-24T22:22:28Z,-87.6233696833,41.8826079333,163,1241,923,75,19,10,10,"[{'url': '/categories/51', 'name': 'Sculpture'}]",0.35204805096962766
11796,2009-04-24T22:42:22Z,-87.6132631167,41.88644885,5,62,60,300,0,4,10,"[{'url': '/categories/113', 'name': 'Big Blue Wet Thing'}]",1.0892759140673636
11818,2009-04-25T02:38:46Z,-87.6802325167,41.9545769667,1,22,12,75,0,2,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",9.616311670258133
12042,2009-04-26T17:46:16Z,-87.6337337494,41.9216624344,29,381,319,500,4,10,10,"[{'url': '/categories/33', 'name': 'Zoo'}]",4.778607818397614
12233,2009-04-28T17:13:13Z,-87.6730012833,41.8808162167,21,530,446,50,2,10,10,"[{'url': '/categories/51', 'name': 'Sculpture'}]",4.180130493689741
12430,2009-05-03T00:01:05Z,-87.6558351517,41.9479207274,229,1919,1302,250,24,10,10,"[{'url': '/categories/79', 'name': 'Stadium'}]",8.091207318400304
12515,2009-05-04T15:42:43Z,-87.8344917167,41.835047,21,212,143,300,2,6,10,"[{'url': '/categories/33', 'name': 'Zoo'}]",18.236298795823533
12652,2009-05-06T19:09:23Z,-87.8363370833,41.9653809,0,147,6,75,0,1,10,"[{'url': '/categories/96', 'name': 'Bookstore'}]",20.101355790852953
12897,2009-05-10T18:03:50Z,-87.68660545,41.9653487167,0,76,21,75,1,2,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",10.918478739754281
12990,2009-05-11T18:30:21Z,-87.61766195,41.88898085,0,35,33,50,0,3,10,"[{'url': '/categories/150', 'name': 'Fountain'}]",1.1286792826364187
13140,2009-05-14T11:00:44Z,-87.634318471,41.831537949,1,88,59,75,0,5,10,"[{'url': '/categories/166', 'name': 'Historic Landmark'}]",5.421889028198198
13141,2009-05-14T11:15:26Z,-87.6434755167,41.82703255,0,13,8,100,0,2,10,"[{'url': '/categories/22', 'name': 'Historic Church'}]",6.086593112050877
13185,2009-05-15T01:57:41Z,-87.6448059,41.8575453667,0,14,11,100,0,1,10,"[{'url': '/categories/22', 'name': 'Historic Church'}]",3.0594229619027966
13248,2009-05-16T00:17:34Z,-87.6210951805,41.8972141526,15,196,170,50,1,8,10,"[{'url': '/categories/52', 'name': 'Modern Art Museum'}]",1.9730687829089404
13257,2009-05-16T01:24:38Z,-87.6240875803,41.8994700192,10,241,201,300,1,5,10,"[{'url': '/categories/11', 'name': 'Mall'}]",2.2239645536202515
13258,2009-05-16T01:33:14Z,-87.6236271833,41.9001495833,8,112,95,75,1,8,10,"[{'url': '/categories/49', 'name': 'Luxury Hotel'}]",2.297600663390528
13260,2009-05-16T01:36:31Z,-87.62424945,41.9001817667,0,34,32,100,0,3,10,"[{'url': '/categories/23', 'name': 'Skyscraper'}]",2.3037641934512783
13261,2009-05-16T01:41:06Z,-87.6242923667,41.89894795,11,93,85,100,0,5,10,"[{'url': '/categories/22', 'name': 'Historic Church'}]",2.167080002956164
13264,2009-05-16T02:18:00Z,-87.6225113833,41.8967056167,3,25,24,50,0,3,10,"[{'url': '/categories/182', 'name': 'Fire Station'}]",1.9128906386328188
13265,2009-05-16T02:28:41Z,-87.6159453333,41.8947207833,0,44,32,75,0,3,10,"[{'url': '/categories/60', 'name': 'Other - Architecture'}]",1.7780879713247715
13270,2009-05-16T02:58:04Z,-87.6317167167,41.8524920833,2,68,62,50,0,5,10,"[{'url': '/categories/51', 'name': 'Sculpture'}]",3.098052792350577
13271,2009-05-16T03:03:01Z,-87.6339268667,41.8521595,0,17,15,50,0,2,10,"[{'url': '/categories/51', 'name': 'Sculpture'}]",3.183247336246748
13319,2009-05-16T21:12:11Z,-87.6340341568,41.8902260685,7,139,126,50,12,3,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",1.5254682432126516
13325,2009-05-16T22:43:50Z,-87.6170621584,41.8938490118,1,70,50,50,0,4,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",1.6584690119063428
13382,2009-05-17T23:36:18Z,-87.6473164558,41.8779970787,0,27,22,50,0,2,10,"[{'url': '/categories/98', 'name': 'Mediterranean'}]",2.058012009256219
13424,2009-05-18T22:31:59Z,-87.618970871,41.8758002454,65,512,447,150,1,11,10,"[{'url': '/categories/150', 'name': 'Fountain'}]",0.5068023448290634
13455,2009-05-19T18:17:03Z,-87.6134133333,41.89309,8,101,81,150,0,4,10,"[{'url': '/categories/99', 'name': 'Beach'}]",1.689260228358398
13499,2009-05-20T16:58:20Z,-87.627412,41.907679,1,102,98,50,0,9,10,"[{'url': '/categories/90', 'name': 'Modern'}]",3.1589093175459397
13501,2009-05-20T17:05:46Z,-87.618150115,41.8360045258,4,87,80,50,0,4,10,"[{'url': '/categories/88', 'name': 'Victorian'}]",4.850414982204554
13506,2009-05-20T17:34:33Z,-87.698217,41.885495,4,76,74,50,0,3,10,"[{'url': '/categories/20', 'name': 'Apartment'}]",6.300276419320915
13510,2009-05-20T17:46:01Z,-87.59669,41.801344,6,63,61,50,0,5,10,"[{'url': '/categories/89', 'name': 'Craftsman'}]",8.950797189991762
13512,2009-05-20T17:59:28Z,-87.669788003,41.7240244022,4,52,51,50,0,3,10,"[{'url': '/categories/89', 'name': 'Craftsman'}]",17.726421844822546
13513,2009-05-20T18:15:44Z,-87.7881243825,41.8961500166,4,67,62,150,0,3,10,"[{'url': '/categories/89', 'name': 'Craftsman'}]",13.83133112117348
13516,2009-05-20T18:49:01Z,-87.669005,41.71346,5,49,49,50,0,3,10,"[{'url': '/categories/21', 'name': 'Home'}]",18.860590162317422
13528,2009-05-20T21:42:22Z,-87.5961828232,41.7897368773,25,149,128,75,0,10,10,"[{'url': '/categories/90', 'name': 'Modern'}]",10.217575730811458
13529,2009-05-20T22:10:29Z,-87.7650278807,41.8815218399,5,64,60,35,1,4,10,"[{'url': '/categories/21', 'name': 'Home'}]",11.798472595310672
13530,2009-05-20T22:27:43Z,-87.6308852434,41.6727755826,2,50,49,35,1,3,10,"[{'url': '/categories/21', 'name': 'Home'}]",22.997406429657914
13535,2009-05-21T00:28:47Z,-87.6437330167,41.8306696333,0,13,7,75,0,0,10,"[{'url': '/categories/154', 'name': 'Burgers'}]",5.70659743991767
13582,2009-05-21T18:50:40Z,-87.6742136478,41.8807929392,63,963,716,250,7,10,10,"[{'url': '/categories/79', 'name': 'Stadium'}]",4.280354765405541
13585,2009-05-21T19:53:03Z,-87.6350641167,41.8906974667,0,10,9,75,0,0,10,"[{'url': '/categories/60', 'name': 'Other - Architecture'}]",1.61997328312252
13586,2009-05-21T19:57:10Z,-87.6322746167,41.8904829,0,20,19,75,0,2,10,"[{'url': '/categories/59', 'name': 'Other - Art & Culture'}]",1.4628785316820438
13692,2009-05-23T05:55:50Z,-87.6636135578,41.9396613053,6,125,72,75,2,9,10,"[{'url': '/categories/241', 'name': 'Bar'}]",7.503279878538361
13829,2009-05-24T16:48:19Z,-87.6219749451,41.8577993455,2,26,15,50,0,3,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",2.4137459949002267
13981,2009-05-26T00:27:57Z,-87.6347208,41.8457114667,1,27,15,75,0,1,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",3.8904262620270296
14183,2009-05-29T23:23:17Z,-87.6651477667,41.8717718,0,18,15,150,0,1,10,"[{'url': '/categories/38', 'name': 'City Park'}]",3.6308670424662393
14401,2009-06-01T17:07:25Z,-87.6795161833,42.0444631,0,28,16,150,0,2,10,"[{'url': '/categories/38', 'name': 'City Park'}]",18.9380509039525
14689,2009-06-06T19:40:46Z,-87.5998735333,41.8976175667,0,11,11,100,0,1,10,"[{'url': '/categories/114', 'name': 'Lake & Pond'}]",2.752846895620967
14764,2009-06-07T03:36:55Z,-87.6788941026,41.9114255565,3,22,20,75,0,3,10,"[{'url': '/categories/98', 'name': 'Mediterranean'}]",5.861405583964827
15667,2009-06-20T20:38:41Z,-87.6579165459,41.948774539,1,69,48,75,0,1,10,"[{'url': '/categories/241', 'name': 'Bar'}]",8.24012762848203
15693,2009-06-21T00:15:36Z,-87.6290658333,41.90421215,1,48,38,75,0,3,10,"[{'url': '/categories/24', 'name': 'Pub'}]",2.8001570519241956
15695,2009-06-21T00:44:44Z,-87.6281040167,41.9015867,6,95,75,75,0,3,10,"[{'url': '/categories/97', 'name': 'Saloon'}]",2.4984433183877295
17142,2009-07-10T00:18:28Z,-87.8676652833,41.9796288,1,154,84,100,0,7,10,"[{'url': '/categories/30', 'name': 'Cineplex'}]",23.13334610748873
17180,2009-07-10T17:08:13Z,-87.8922384333,41.8390789,0,10,5,250,0,1,10,"[{'url': '/categories/393', 'name': 'Disc Golf Course'}]",22.783167399885944
17464,2009-07-12T15:35:42Z,-87.6533532626,41.9108507685,3,28,20,50,0,1,10,"[{'url': '/categories/439', 'name': ""Peet's Coffee""}]",4.3191082789584625
17511,2009-07-12T19:59:26Z,-87.6533686415,41.9138540634,1,19,15,75,0,2,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",4.59353389996591
17547,2009-07-13T02:27:12Z,-87.6329009,41.8960237,2,40,39,75,0,2,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",2.0273781734380565
17636,2009-07-14T00:22:43Z,-87.67148139,41.9033890014,10,116,28,75,0,6,10,"[{'url': '/categories/110', 'name': 'Bakery'}]",4.844113881081092
17719,2009-07-15T01:35:32Z,-87.6187403333,41.8794576167,1,99,85,150,0,6,10,"[{'url': '/categories/38', 'name': 'City Park'}]",0.3146956651338955
17828,2009-07-16T17:23:49Z,-87.8630332833,41.9745247,0,24,22,50,0,2,10,"[{'url': '/categories/86', 'name': 'Seafood'}]",22.52719072744625
17830,2009-07-16T17:25:46Z,-87.8633110648,41.9744716865,0,69,61,50,0,5,10,"[{'url': '/categories/389', 'name': 'InterContinental Hotel'}]",22.544734752546006
17835,2009-07-16T18:18:44Z,-87.6282665167,41.9018903,0,23,20,75,0,1,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",2.53411236579201
18069,2009-07-18T22:38:40Z,-87.6553308964,41.9130403339,0,18,15,100,0,2,10,"[{'url': '/categories/362', 'name': 'Wine & Spirits'}]",4.612242369155732
18122,2009-07-19T16:03:05Z,-87.6555482333,41.8963901833,1,25,20,75,0,2,10,"[{'url': '/categories/124', 'name': 'Diner'}]",3.315380224094454
18344,2009-07-21T19:30:52Z,-87.64495259,41.86817693,3,31,30,75,0,2,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",2.242616916931347
19060,2009-07-28T17:25:06Z,-87.8173798167,42.0025654833,1,18,15,75,0,1,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",21.14120589077527
19380,2009-07-31T18:27:49Z,-87.6257768667,41.9013907167,0,20,20,75,0,2,10,"[{'url': '/categories/35', 'name': 'Apparel'}]",2.4485432756322134
19857,2009-08-04T23:50:21Z,-87.6250380278,41.8974177939,18,144,134,75,0,5,10,"[{'url': '/categories/180', 'name': 'Candy Store'}]",2.0027748290497343
19938,2009-08-06T02:37:38Z,-87.8902602196,41.97476643,11,356,299,250,0,10,10,"[{'url': '/categories/224', 'name': 'Terminal'}]",24.550806670472653
20279,2009-08-09T00:06:56Z,-87.6834082603,41.9315764097,3,67,43,100,0,4,10,"[{'url': '/categories/215', 'name': 'Bowling'}]",7.674704617383791
20313,2009-08-09T13:55:40Z,-87.8781688213,41.8188319817,3,714,10,50,1,1,10,"[{'url': '/categories/217', 'name': 'Other - Services'}]",22.222287060966885
20497,2009-08-11T16:15:47Z,-87.6429879,41.89242315,0,19,18,75,0,0,10,"[{'url': '/categories/163', 'name': 'Paper Goods'}]",2.2201622167645128
20500,2009-08-11T16:44:22Z,-87.6096155955,41.8913383534,8,93,79,50,0,5,10,"[{'url': '/categories/86', 'name': 'Seafood'}]",1.6961570547590605
20583,2009-08-12T12:51:20Z,-87.8783059,41.81410945,2,248,17,75,0,1,10,"[{'url': '/categories/95', 'name': 'Train Station'}]",22.39877372102248
20585,2009-08-12T13:28:39Z,-87.6396560669,41.8787000494,46,1859,640,150,2,10,10,"[{'url': '/categories/95', 'name': 'Train Station'}]",1.4197787231586865
20587,2009-08-12T13:41:21Z,-87.6374673843,41.8821988114,5,194,75,75,0,10,10,"[{'url': '/categories/166', 'name': 'Historic Landmark'}]",1.2715834418761474
21101,2009-08-15T16:10:28Z,-87.8078305261,41.9539925908,1,94,19,250,0,2,10,"[{'url': '/categories/438', 'name': 'Target'}]",17.42563380364501
21120,2009-08-15T17:46:32Z,-87.8492814,41.8711823,0,15,7,75,0,2,10,"[{'url': '/categories/36', 'name': 'Technology'}]",18.795891654792428
21195,2009-08-15T22:16:08Z,-87.8362243833,41.93036045,0,11,9,75,0,2,10,"[{'url': '/categories/154', 'name': 'Burgers'}]",18.56607458586824
21369,2009-08-17T14:01:32Z,-87.6354718208,41.8818153948,1,97,33,50,0,2,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",1.1009853073812272
21530,2009-08-18T16:18:04Z,-87.6302039623,41.8840918972,33,386,256,350,3,10,10,"[{'url': '/categories/126', 'name': 'Courthouse'}]",0.8141709623417593
21662,2009-08-19T21:23:25Z,-87.8334188461,41.83263114,1,65,55,50,0,3,10,"[{'url': '/categories/150', 'name': 'Fountain'}]",18.226096080537136
21664,2009-08-19T21:31:07Z,-87.8334832191,41.8341120143,4,45,37,75,0,4,10,"[{'url': '/categories/58', 'name': 'Other - Entertainment'}]",18.184621318092344
22154,2009-08-22T22:48:14Z,-87.6560689167,41.9463609667,6,94,81,75,0,3,10,"[{'url': '/categories/130', 'name': 'Sports Bar'}]",7.9351067898654915
22239,2009-08-23T17:18:24Z,-87.6253267333,41.89736275,3,54,49,75,3,2,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",1.9993023898659525
22276,2009-08-23T19:35:12Z,-87.6284605265,41.8793750538,12,168,115,50,0,10,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",0.4902868368774878
22294,2009-08-23T21:15:51Z,-87.6277470589,41.8859130408,14,189,144,75,0,8,10,"[{'url': '/categories/47', 'name': 'Modern Hotel'}]",0.8329770933659295
22315,2009-08-23T23:15:55Z,-87.6604190833,41.9929445833,3,35,23,50,0,3,10,"[{'url': '/categories/84', 'name': 'African'}]",12.997461909891843
22392,2009-08-24T23:45:04Z,-87.62685655,41.8949022333,3,65,49,75,1,1,10,"[{'url': '/categories/47', 'name': 'Modern Hotel'}]",1.7492304732221011
22488,2009-08-25T21:10:07Z,-87.8050100167,41.9556590667,1,18,11,75,0,1,10,"[{'url': '/categories/100', 'name': 'Steakhouse'}]",17.31038539447283
22586,2009-08-26T19:02:27Z,-87.8101814333,41.9525570667,0,17,6,75,0,2,10,"[{'url': '/categories/61', 'name': 'Sports & Outdoors'}]",17.5226019913002
22587,2009-08-26T19:02:54Z,-87.8100137,41.95275065,0,32,9,75,0,2,10,"[{'url': '/categories/112', 'name': 'Music'}]",17.520281440266924
23179,2009-08-30T22:52:02Z,-87.8766131401,41.8180963695,3,165,8,50,1,1,10,"[{'url': '/categories/22', 'name': 'Historic Church'}]",22.124768662891316
23181,2009-08-30T22:54:53Z,-87.87753582,41.8188159902,0,222,6,50,0,1,10,"[{'url': '/categories/106', 'name': 'Grocery'}]",22.172879715128865
23275,2009-08-31T21:40:47Z,-87.744884491,41.7874410169,135,5709,2736,1500,7,10,10,"[{'url': '/categories/45', 'name': 'Airport'}]",14.406002921248513
23474,2009-09-03T02:03:39Z,-87.6760699833,41.9103892667,12,255,182,75,3,8,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",5.605860538904141
23658,2009-09-04T15:21:57Z,-87.5639898667,41.7337800333,0,75,53,100,0,4,10,"[{'url': '/categories/436', 'name': ""McDonald's""}]",16.9147375762813
23779,2009-09-05T01:26:16Z,-87.6703941822,41.9397411116,3,44,31,50,0,6,10,"[{'url': '/categories/97', 'name': 'Saloon'}]",7.781195639816586
23783,2009-09-05T01:41:07Z,-87.6245820522,41.8981325296,6,195,168,50,0,2,10,"[{'url': '/categories/465', 'name': 'H&M'}]",2.0784332159962466
23795,2009-09-05T02:43:58Z,-87.6276504993,41.8854417849,28,284,243,100,2,10,10,"[{'url': '/categories/103', 'name': 'Theatre'}]",0.7842622096118277
23909,2009-09-05T18:50:58Z,-87.6555638333,41.9398898667,7,54,51,75,1,4,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",7.2495178797957225
23944,2009-09-05T21:29:49Z,-87.8703045833,41.8121929167,0,30,10,50,0,1,10,"[{'url': '/categories/102', 'name': 'Library'}]",21.84534636012002
24045,2009-09-06T18:02:20Z,-87.8694821167,41.8172294,2,154,18,50,0,4,10,"[{'url': '/categories/437', 'name': ""Trader Joe's""}]",21.594559717371524
24454,2009-09-11T13:28:37Z,-87.6372098923,41.8802337769,0,85,38,50,0,4,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",1.217154776838679
24533,2009-09-12T00:29:34Z,-87.8722634333,41.8141851667,0,55,6,75,0,2,10,"[{'url': '/categories/80', 'name': 'Dessert'}]",21.923168858506727
24538,2009-09-12T00:51:18Z,-87.68602435,41.93162695,0,42,17,75,0,4,10,"[{'url': '/categories/461', 'name': 'Potbelly'}]",7.822667597955246
24611,2009-09-12T14:32:12Z,-87.6776261667,41.9191770167,1,48,31,75,1,2,10,"[{'url': '/categories/123', 'name': 'Breakfast'}]",6.344096138584581
24668,2009-09-12T21:28:08Z,-87.6711237431,41.9435158354,1,33,25,50,0,1,10,"[{'url': '/categories/130', 'name': 'Sports Bar'}]",8.174771593212215
24699,2009-09-12T23:36:38Z,-87.62906593,41.88638263,1,63,52,75,0,5,10,"[{'url': '/categories/49', 'name': 'Luxury Hotel'}]",0.9365101583906399
24779,2009-09-13T15:47:31Z,-87.8701972961,41.817680585,1,152,17,50,1,4,10,"[{'url': '/categories/1', 'name': 'Coffee Shop'}]",21.634616739249573
24780,2009-09-13T15:53:24Z,-87.8717851639,41.816137361,3,131,8,50,0,2,10,"[{'url': '/categories/235', 'name': 'Post Office'}]",21.81441929966653
24782,2009-09-13T15:56:46Z,-87.8786087036,41.8147300363,3,136,6,50,0,1,10,"[{'url': '/categories/155', 'name': 'Pizza'}]",22.400118548309283
24808,2009-09-13T18:50:08Z,-87.6775880333,41.9119319667,1,32,22,75,0,1,10,"[{'url': '/categories/64', 'name': 'Other - Food '}]",5.810514721108843
25203,2009-09-16T21:51:15Z,-87.6320410167,41.8784684,6,208,85,75,0,11,10,"[{'url': '/categories/166', 'name': 'Historic Landmark'}]",0.7948795788437811
25231,2009-09-17T01:03:00Z,-87.6731053667,41.94644715,2,22,15,75,1,2,10,"[{'url': '/categories/15', 'name': 'Mexican'}]",8.539191718983485
25267,2009-09-17T13:29:05Z,-87.6219220167,41.8839016833,2,27,26,75,0,0,10,"[{'url': '/categories/57', 'name': 'Other - Travel & Lodging'}]",0.49183323520637146
25412,2009-09-18T12:14:15Z,-87.6401066333,41.8811148,0,57,27,50,0,2,10,"[{'url': '/categories/433', 'name': 'Starbucks'}]",1.4652545734634979
25458,2009-09-18T17:48:19Z,-87.6228167113,41.8869628464,0,69,49,100,0,5,10,"[{'url': '/categories/23', 'name': 'Skyscraper'}]",0.8298564573678165
25707,2009-09-19T13:56:49Z,-87.7025806904,41.9150602453,0,25,4,50,0,2,10,"[{'url': '/categories/20', 'name': 'Apartment'}]",7.714850839637164
25724,2009-09-19T14:33:29Z,-87.6246464252,41.8977811521,4,193,125,75,3,2,10,"[{'url': '/categories/96', 'name': 'Bookstore'}]",2.0399419964280683
25768,2009-09-19T16:36:44Z,-87.888532877,41.8137944681,0,26,9,75,0,2,10,"[{'url': '/categories/55', 'name': 'Other - Parks '}]",23.212700843295522
25776,2009-09-19T17:04:43Z,-87.8634529833,41.99287845,3,47,47,50,0,5,10,"[{'url': '/categories/167', 'name': 'Brewery / Microbrewery'}]",23.58038960047907
25795,2009-09-19T17:43:29Z,-87.6534649,41.93975765,10,474,179,50,0,10,10,"[{'url': '/categories/164', 'name': 'Subway'}]",7.172112418067014
25803,2009-09-19T18:06:58Z,-87.6877897,41.9663711833,4,96,35,75,1,5,10,"[{'url': '/categories/164', 'name': 'Subway'}]",11.065460920706148
25860,2009-09-19T20:21:12Z,-87.62366995,41.88969795,0,76,69,50,0,6,10,"[{'url': '/categories/51', 'name': 'Sculpture'}]",1.137518054086265
26178,2009-09-20T17:11:54Z,-87.8084850311,41.9558519574,1,86,43,300,0,3,10,"[{'url': '/categories/11', 'name': 'Mall'}]",17.572052588852312
26179,2009-09-20T17:12:09Z,-87.8922128677,41.8010709833,0,18,4,100,0,1,10,"[{'url': '/categories/152', 'name': 'High School'}]",23.981856674108176
26647,2009-09-21T21:20:41Z,-87.88387055,41.95247895,0,23,20,75,0,2,10,"[{'url': '/categories/227', 'name': 'Rental Car'}]",23.09562657076607
26976,2009-09-22T15:28:24Z,-87.6438667167,41.89846315,2,226,64,75,0,10,10,"[{'url': '/categories/121', 'name': 'Corporate Office'}]",2.7497804658999763
27108,2009-09-22T17:51:52Z,-87.6356467863,41.893693044,3,45,40,75,0,3,10,"[{'url': '/categories/154', 'name': 'Burgers'}]",1.914895294504195
27154,2009-09-22T18:52:33Z,-87.6331404667,41.8884726833,2,24,21,75,0,1,10,"[{'url': '/categories/86', 'name': 'Seafood'}]",1.3284662726800431
27185,2009-09-22T19:55:06Z,-87.6198036969,41.8929545072,0,16,9,75,1,3,10,"[{'url': '/categories/58', 'name': 'Other - Entertainment'}]",1.5128508251447144
27208,2009-09-22T20:46:26Z,-87.6266082833,41.9008327167,0,11,10,75,0,1,10,"[{'url': '/categories/92', 'name': 'Bed & Breakfast'}]",2.395578159384782
